completion_time,total_moves,wrong_turns,backtracks,hints_used,path_efficiency
570.2459347248077,56,0,0,0,1.0
147.033593416214,32,0,0,0,1.0
144.49616384506226,52,1,3,1,0.6153846153846154
100.40190863609314,48,0,0,0,1.0
91.83961915969849,58,0,0,0,1.0
